Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-01-20 00:00:00-05:00,43.79988758834367,44.38036802626148,43.571213476436654,44.36277770996094,1744600,0.0,0.0,0.0
1998-01-21 00:00:00-05:00,43.95820071122006,44.11651355891953,43.50085248453269,43.81747817993164,1839600,0.0,0.0,0.0
1998-01-22 00:00:00-05:00,43.4481086730957,43.826300712153014,43.307386053911586,43.4481086730957,1662600,0.0,0.0,0.0
1998-01-23 00:00:00-05:00,43.62398965018136,43.76471219744001,42.95555755070278,43.34254455566406,1693700,0.0,0.0,0.0
1998-01-26 00:00:00-05:00,43.55365905515012,43.72076719772844,43.30739442398207,43.51847839355469,1172800,0.0,0.0,0.0
1998-01-27 00:00:00-05:00,43.41291838953412,44.22207327037633,43.38653290428927,44.02857971191406,1454500,0.0,0.0,0.0
1998-01-28 00:00:00-05:00,44.11650588049143,44.60023949760208,44.02855431374404,44.538673400878906,1181200,0.0,0.0,0.0
1998-01-29 00:00:00-05:00,44.50348230667444,45.17191405673516,44.40673560600776,44.69697570800781,1468500,0.0,0.0,0.0
1998-01-30 00:00:00-05:00,44.9960439355151,44.9960439355151,44.450743950370075,44.60026168823242,1095600,0.0,0.0,0.0
1998-02-02 00:00:00-05:00,45.38304145540773,45.77002863060888,45.25990917238918,45.60292053222656,955600,0.0,0.0,0.0
1998-02-03 00:00:00-05:00,45.59412700245767,45.97231902813392,45.40063340792563,45.963523864746094,619400,0.0,0.0,0.0
1998-02-04 00:00:00-05:00,45.71723937988281,45.9635038474928,45.488565231387824,45.71723937988281,753200,0.0,0.0,0.0
1998-02-05 00:00:00-05:00,46.05144930261904,46.10422025292762,45.4445833740704,45.72602844238281,1067600,0.0,0.0,0.0
1998-02-06 00:00:00-05:00,45.87555564640818,46.25374753536438,45.79639920453363,46.21856689453125,1069700,0.0,0.0,0.0
1998-02-09 00:00:00-05:00,46.2097509338239,46.2977024963169,45.840354371353286,46.03384780883789,515900,0.0,0.0,0.0
1998-02-10 00:00:00-05:00,46.174571909254006,46.91336505980207,46.113005813375,46.807823181152344,892100,0.0,0.0,0.0
1998-02-11 00:00:00-05:00,46.70228130250262,46.9397505294645,46.631920050069475,46.807823181152344,515000,0.0,0.0,0.0
1998-02-12 00:00:00-05:00,46.57038670497835,47.344361026043146,46.36809796197278,47.10689163208008,1065000,0.0,0.0,0.0
1998-02-13 00:00:00-05:00,46.91338587831653,47.194831012944604,46.81663911328813,47.08049392700195,596700,0.0,0.0,0.0
1998-02-17 00:00:00-05:00,47.45866990780741,47.68734400298958,47.22120065511824,47.31794738769531,840600,0.0,0.0,0.0
1998-02-18 00:00:00-05:00,47.326763315778365,47.678569770458,47.1948358952735,47.63459396362305,773000,0.0,0.0,0.0
1998-02-19 00:00:00-05:00,47.64336808658824,47.678548716521114,47.18601989746094,47.18601989746094,804800,0.0,0.0,0.0
1998-02-20 00:00:00-05:00,47.32673353082743,47.546612426622026,46.895770895070044,47.441070556640625,540600,0.0,0.0,0.0
1998-02-23 00:00:00-05:00,47.84564847408487,47.84564847408487,47.26516818009781,47.42348098754883,639200,0.0,0.0,0.0
1998-02-24 00:00:00-05:00,47.35310658954439,47.51141935303097,47.01889075551714,47.282745361328125,702700,0.0,0.0,0.0
1998-02-25 00:00:00-05:00,47.42347443640452,47.933593412167035,47.326727734104736,47.66973876953125,687400,0.0,0.0,0.0
1998-02-26 00:00:00-05:00,47.625786072617274,47.96879727424832,47.51144900540693,47.933616638183594,439800,0.0,0.0,0.0
1998-02-27 00:00:00-05:00,47.90725108018188,48.38218986452736,47.784118802758975,48.179901123046875,451300,0.0,0.0,0.0
1998-03-02 00:00:00-05:00,48.267834459305504,48.32940057468727,48.00397967909793,48.250244140625,1062800,0.0,0.0,0.0
1998-03-03 00:00:00-05:00,47.96877278020087,48.47889174265992,47.95118247115056,48.470096588134766,596600,0.0,0.0,0.0
1998-03-04 00:00:00-05:00,48.19751205695211,48.338234719892114,47.90727156463834,48.14474105834961,691700,0.0,0.0,0.0
1998-03-05 00:00:00-05:00,47.56423652106179,47.99519946291312,47.405923603647004,47.72254943847656,778300,0.0,0.0,0.0
1998-03-06 00:00:00-05:00,47.89843412593976,48.426143646240234,47.89843412593976,48.426143646240234,933100,0.0,0.0,0.0
1998-03-09 00:00:00-05:00,48.19745042959155,48.73395489605233,48.17986011921578,48.338172912597656,685300,0.0,0.0,0.0
1998-03-10 00:00:00-05:00,48.619677734374996,48.83076171875,48.49654541015625,48.81317138671875,563700,0.0,0.0,0.0
1998-03-11 00:00:00-05:00,48.93624348201971,49.103351430646306,48.82190646453836,48.9714241027832,406600,0.0,0.0,0.0
1998-03-12 00:00:00-05:00,48.93624035280142,49.006601589829174,48.584434167662664,48.909854888916016,576700,0.0,0.0,0.0
1998-03-13 00:00:00-05:00,49.07693217446676,49.1121127710076,48.46127173500213,48.49645233154297,458900,0.0,0.0,0.0
1998-03-16 00:00:00-05:00,48.72516762916426,49.235286712646484,48.602035436599586,49.235286712646484,733000,0.0,0.0,0.0
1998-03-17 00:00:00-05:00,49.1297586681114,49.411203758941966,49.01542159996148,49.402408599853516,499900,0.0,0.0,0.0
1998-03-18 00:00:00-05:00,49.305671820609234,49.54314116401923,49.129768603268495,49.525550842285156,410900,0.0,0.0,0.0
1998-03-19 00:00:00-05:00,49.53433619344342,49.7014442168233,49.44638460219086,49.666263580322266,730000,0.0,0.0,0.0
1998-03-20 00:00:00-05:00,49.850938074303805,50.32587643986704,49.692625285782725,50.18515396118164,754300,0.0,0.0,0.0
1998-03-23 00:00:00-05:00,50.20277378109894,50.20277378109894,49.7542206166217,49.80699157714844,551600,0.0,0.0,0.0
1998-03-24 00:00:00-05:00,50.079628238637994,50.58095223048948,50.05324276538265,50.343482971191406,470300,0.0,0.0,0.0
1998-03-25 00:00:00-05:00,50.69531449319274,50.69531449319274,49.6750756865983,50.02688217163086,966200,0.0,0.0,0.0
1998-03-26 00:00:00-05:00,50.00925583832691,50.26431535632048,49.82455756667638,49.88612365722656,412800,0.0,0.0,0.0
1998-03-27 00:00:00-05:00,50.29071139732194,50.3258920278902,49.46396657896793,49.68384552001953,584100,0.0,0.0,0.0
1998-03-30 00:00:00-05:00,49.69259172160336,49.850904403194306,49.35837606046691,49.622230529785156,562400,0.0,0.0,0.0
1998-03-31 00:00:00-05:00,49.79819018109144,50.27312876635794,49.5695160474446,49.63987731933594,620000,0.0,0.0,0.0
1998-04-01 00:00:00-05:00,49.73658726237144,50.21152549617657,49.37598601077865,50.062007904052734,373700,0.0,0.0,0.0
1998-04-02 00:00:00-05:00,50.044449487220064,50.80083308228174,50.0004736968095,50.74806213378906,440600,0.0,0.0,0.0
1998-04-03 00:00:00-05:00,50.800804008513,50.98550222253287,50.55453972315317,50.712852478027344,493300,0.0,0.0,0.0
1998-04-06 00:00:00-04:00,51.152630311324884,51.363714067767766,50.85359498969747,50.871185302734375,610500,0.0,0.0,0.0
1998-04-07 00:00:00-04:00,50.87123716617281,50.88003233165797,50.2379852512412,50.59858703613281,707300,0.0,0.0,0.0
1998-04-08 00:00:00-04:00,50.69531998252135,50.69531998252135,50.000502099346605,50.25556182861328,949500,0.0,0.0,0.0
